Customer_ID,Age,Employment_Status,Income_USD,Credit_Score,Total_BNPL_Active_Loans,Total_BNPL_Debt_USD,Late_Payment_History,Shopping_Category_Most_Frequent,Average_Transaction_Value_USD
C02398,35,Student,12962.0,603.0,0,0,Yes,Groceries/Essentials,65
C02399,20,Freelancer,26341.0,665.0,3,219,No,Home/Furniture,454
C02400,63,Employed,99548.0,668.0,3,245,No,Fashion,66
C02401,52,Employed,65729.0,697.0,1,215,No,Electronics,543
C02402,35,Student,16147.0,682.0,2,352,Yes,Travel,866
C02403,38,Employed,,718.0,1,238,No,Electronics,509
C02404,24,Employed,32621.0,677.0,3,534,No,Home/Furniture,461
C02405,59,Employed,79960.0,737.0,0,0,No,Electronics,416
C02406,36,Freelancer,67210.0,647.0,3,525,No,Electronics,489
C02407,19,Employed,69845.0,727.0,1,222,No,Fashion,137
C02408,29,Freelancer,90162.0,626.0,2,297,No,Fashion,53
C02409,32,Employed,,631.0,1,310,No,Fashion,140
C02410,53,Employed,98850.0,,2,254,No,Fashion,133
C02411,36,Employed,81517.0,671.0,3,725,No,Fashion,102
C02412,62,Employed,77291.0,761.0,2,328,No,Fashion,130
C02413,46,Student,10841.0,523.0,4,809,Yes,Fashion,110
C02414,32,Unemployed,25494.0,602.0,3,64,No,Fashion,41
C02415,26,Employed,32739.0,705.0,1,236,No,Fashion,57
C02416,48,Student,7381.0,518.0,4,450,Yes,Electronics,425
C02417,27,Employed,65430.0,679.0,4,487,No,Electronics,796
C02418,44,Student,6148.0,,2,340,Yes,Home/Furniture,552
C02419,20,Employed,80389.0,736.0,0,0,No,Fashion,95
C02420,25,Freelancer,47039.0,538.0,4,407,No,Fashion,77
C02421,56,Freelancer,85650.0,,2,461,Yes,Home/Furniture,431
C02422,44,Freelancer,62814.0,629.0,0,0,No,Travel,611
C02423,36,Employed,80447.0,722.0,1,196,No,Fashion,116
C02424,26,Employed,85233.0,750.0,6,1188,No,Home/Furniture,191
C02425,58,Employed,89294.0,850.0,7,1601,No,Fashion,152
C02426,18,Student,19547.0,671.0,1,151,No,Fashion,161
C02427,44,Employed,87766.0,,0,0,No,Electronics,387
C02428,45,Student,22293.0,614.0,2,380,No,Home/Furniture,429
C02429,20,Student,15396.0,646.0,4,586,Yes,Travel,998
C02430,20,Employed,35042.0,727.0,4,489,Yes,Home/Furniture,308
C02431,47,Employed,30327.0,732.0,1,204,No,Fashion,93
C02432,38,Employed,76096.0,733.0,1,113,No,Electronics,409
C02433,20,Freelancer,35114.0,643.0,1,100,Yes,Electronics,511
C02434,37,Student,15617.0,657.0,3,512,No,Home/Furniture,507
C02435,32,Employed,91817.0,693.0,2,245,No,Electronics,499
C02436,57,Employed,80898.0,721.0,1,118,No,Fashion,118
C02437,19,Employed,59466.0,710.0,3,390,No,Home/Furniture,418
C02438,20,Employed,96123.0,693.0,3,277,No,Electronics,151
C02439,55,Employed,102664.0,750.0,2,407,No,Electronics,396
C02440,37,Employed,53495.0,719.0,2,122,No,Electronics,742
C02441,42,Student,16954.0,647.0,1,98,No,Electronics,465
C02442,25,Employed,28627.0,724.0,1,170,Yes,Fashion,47
C02443,22,Student,9765.0,554.0,8,1606,No,Electronics,687
C02444,54,Student,16595.0,480.0,0,0,Yes,Fashion,84
C02445,26,Freelancer,59308.0,585.0,2,276,Yes,Groceries/Essentials,67
C02446,40,Student,18553.0,655.0,1,111,No,Electronics,597
C02447,45,Employed,82389.0,691.0,3,485,No,Fashion,138
C02448,18,Employed,39253.0,692.0,5,432,No,Fashion,151
C02449,43,Employed,91285.0,710.0,3,489,No,Electronics,392
C02450,36,Student,7233.0,456.0,1,193,Yes,Electronics,634
C02451,21,Employed,47734.0,762.0,1,145,No,Fashion,122
C02452,46,Student,17154.0,517.0,0,0,Yes,Fashion,65
C02453,42,Student,12191.0,565.0,4,413,No,Fashion,104
C02454,19,Employed,,765.0,1,218,No,Fashion,62
C02455,60,Freelancer,84515.0,722.0,7,1195,No,Fashion,154
C02456,58,Employed,78982.0,563.0,2,211,No,Home/Furniture,453
C02457,51,Employed,62604.0,661.0,2,299,No,Groceries/Essentials,52
C02458,25,Employed,88717.0,697.0,1,89,No,Fashion,247
C02459,58,Freelancer,49504.0,579.0,2,411,No,Travel,727
C02460,23,Employed,73829.0,722.0,2,329,No,Fashion,80
C02461,36,Employed,110438.0,674.0,1,223,No,Electronics,639
C02462,48,Employed,81359.0,641.0,4,614,No,Electronics,489
C02463,50,Student,14268.0,621.0,3,238,No,Fashion,84
C02464,22,Employed,63789.0,721.0,5,1113,No,Fashion,78
C02465,64,Employed,81096.0,653.0,1,62,No,Fashion,83
C02466,18,Freelancer,32364.0,705.0,2,392,No,Fashion,48
C02467,29,Freelancer,5000.0,710.0,1,199,No,Electronics,580
C02468,29,Employed,,665.0,1,178,No,Groceries/Essentials,10
C02469,20,Employed,83255.0,807.0,3,451,No,Fashion,123
C02470,21,Unemployed,5000.0,473.0,3,422,Yes,Fashion,44
C02471,18,Employed,70101.0,630.0,1,243,No,Electronics,612
C02472,20,Employed,38598.0,716.0,4,396,No,Home/Furniture,444
C02473,33,Freelancer,48089.0,570.0,5,1131,No,Travel,1171
C02474,24,Freelancer,47894.0,569.0,0,0,No,Fashion,80
C02475,62,Freelancer,63142.0,703.0,4,482,No,Home/Furniture,459
C02476,63,Employed,111613.0,740.0,0,0,No,Fashion,181
C02477,39,Employed,44027.0,828.0,1,30,No,Fashion,134
C02478,58,Freelancer,74996.0,683.0,1,126,No,Electronics,208
C02479,43,Employed,51883.0,736.0,5,252,No,Fashion,75
C02480,62,Employed,63669.0,673.0,8,1478,No,Home/Furniture,433
C02481,23,Employed,61600.0,671.0,9,1173,No,Travel,1109
C02482,19,Freelancer,57362.0,638.0,4,519,No,Fashion,149
C02483,39,Student,12441.0,,2,466,No,Electronics,431
C02484,24,Employed,88160.0,686.0,1,80,No,Fashion,173
C02485,50,Student,10799.0,626.0,6,787,No,Electronics,447
C02486,22,Employed,19262.0,716.0,4,407,No,Fashion,163
C02487,18,Freelancer,52745.0,656.0,3,459,No,Travel,692
C02488,54,Employed,66189.0,728.0,2,0,No,Electronics,447
C02489,39,Employed,47582.0,684.0,2,302,Yes,Fashion,97
C02490,22,Student,11769.0,568.0,2,278,Yes,Travel,771
C02491,34,Employed,44602.0,710.0,0,0,No,Electronics,508
C02492,31,Employed,80253.0,679.0,0,0,No,Fashion,140
C02493,32,Employed,90200.0,725.0,1,131,No,Home/Furniture,483
C02494,18,Student,23672.0,649.0,1,255,No,Fashion,106
C02495,49,Employed,76503.0,751.0,4,534,No,Electronics,672
C02496,24,Employed,80955.0,749.0,1,236,Yes,Groceries/Essentials,34
C02497,21,Employed,109846.0,633.0,3,394,No,Fashion,99
C02498,30,Student,,627.0,1,121,Yes,Fashion,101
C02499,51,Employed,46977.0,764.0,3,320,No,Fashion,94
C02500,29,Freelancer,60528.0,600.0,2,407,Yes,Home/Furniture,476
C02501,36,Employed,62166.0,732.0,3,204,No,Electronics,446
C02502,38,Employed,85603.0,669.0,2,259,No,Electronics,567
C02503,46,Student,13251.0,628.0,0,0,Yes,Electronics,690
C02504,53,Freelancer,22235.0,601.0,1,151,No,Fashion,69
C02505,37,Employed,54253.0,664.0,1,107,No,Fashion,136
C02506,46,Unemployed,15253.0,580.0,2,332,No,Fashion,81
C02507,22,Unemployed,11042.0,378.0,2,390,Yes,Fashion,99
C02508,62,Employed,104856.0,696.0,3,638,No,Groceries/Essentials,74
C02509,55,Employed,55184.0,696.0,2,389,No,Travel,784
C02510,34,Freelancer,56583.0,687.0,2,242,No,Home/Furniture,459
C02511,24,Employed,36871.0,714.0,3,319,No,Fashion,69
C02512,49,Student,14658.0,618.0,0,0,No,Home/Furniture,456
C02513,20,Unemployed,21720.0,537.0,1,174,Yes,Travel,860
C02514,23,Employed,57446.0,656.0,0,0,No,Fashion,89
C02515,48,Employed,82826.0,823.0,4,1099,No,Electronics,577
C02516,21,Student,14339.0,640.0,2,491,Yes,Fashion,142
C02517,21,Employed,69323.0,637.0,5,819,No,Fashion,84
C02518,18,Employed,60691.0,,1,115,No,Fashion,52
C02519,31,Employed,56537.0,760.0,1,152,No,Electronics,224
C02520,30,Employed,65694.0,724.0,3,341,No,Home/Furniture,373
C02521,44,Employed,60607.0,766.0,1,52,No,Fashion,125
C02522,60,Employed,60273.0,731.0,4,201,No,Electronics,348
C02523,23,Employed,82282.0,726.0,3,900,No,Home/Furniture,217
C02524,61,Employed,102657.0,696.0,3,656,No,Electronics,672
C02525,20,Employed,,702.0,1,139,No,Electronics,513
C02526,22,Employed,59264.0,,2,172,Yes,Electronics,375
C02527,23,Employed,66375.0,,4,697,No,Home/Furniture,263
C02528,29,Employed,46253.0,659.0,3,614,No,Home/Furniture,375
C02529,25,Student,6547.0,725.0,3,602,No,Travel,1104
C02530,22,Employed,63162.0,743.0,7,913,No,Electronics,320
C02531,62,Student,10378.0,648.0,4,664,No,Electronics,509
C02532,52,Student,8608.0,503.0,1,149,Yes,Fashion,144
C02533,23,Employed,40721.0,684.0,0,0,No,Fashion,92
C02534,19,Employed,93799.0,665.0,2,211,Yes,Fashion,109
C02535,43,Employed,90361.0,759.0,0,0,No,Home/Furniture,479
C02536,56,Employed,38657.0,689.0,3,429,No,Electronics,392
C02537,53,Employed,67953.0,610.0,2,348,Yes,Home/Furniture,341
C02538,44,Employed,60791.0,678.0,3,403,Yes,Home/Furniture,337
C02539,21,Employed,82955.0,658.0,7,697,No,Travel,620
C02540,19,Employed,101267.0,655.0,3,334,No,Travel,885
C02541,24,Employed,70587.0,634.0,6,689,Yes,Electronics,513
C02542,26,Freelancer,65286.0,686.0,6,523,No,Fashion,102
C02543,18,Freelancer,31361.0,725.0,6,851,No,Travel,793
C02544,22,Employed,57008.0,761.0,0,0,No,Electronics,424
C02545,33,Employed,64516.0,652.0,0,0,No,Fashion,102
C02546,37,Student,14896.0,634.0,2,311,No,Electronics,256
C02547,21,Freelancer,93773.0,672.0,0,0,No,Electronics,661
C02548,61,Unemployed,20430.0,494.0,1,182,Yes,Fashion,106
C02549,34,Employed,55487.0,693.0,0,0,No,Electronics,611
C02550,24,Employed,74339.0,729.0,0,0,No,Electronics,531
C02551,24,Student,10899.0,634.0,3,406,No,Travel,880
C02552,42,Student,19761.0,639.0,7,725,No,Fashion,82
C02553,36,Employed,69616.0,720.0,2,422,No,Electronics,400
C02554,22,Student,6958.0,617.0,2,380,Yes,Fashion,79
C02555,37,Employed,60494.0,716.0,3,319,No,Home/Furniture,509
C02556,24,Employed,59854.0,665.0,6,925,No,Fashion,127
C02557,22,Student,11050.0,624.0,1,223,Yes,Fashion,96
C02558,19,Student,12812.0,551.0,2,260,Yes,Home/Furniture,457
C02559,43,Freelancer,,608.0,4,635,Yes,Electronics,440
C02560,38,Employed,73670.0,738.0,0,0,No,Electronics,443
C02561,47,Student,22376.0,574.0,1,176,No,Fashion,30
C02562,32,Employed,30897.0,597.0,0,0,Yes,Home/Furniture,432
C02563,26,Employed,68176.0,685.0,2,222,No,Travel,957
C02564,22,Employed,86967.0,698.0,2,265,No,Fashion,76
C02565,19,Employed,65753.0,730.0,4,476,No,Fashion,66
C02566,48,Freelancer,100989.0,617.0,0,0,No,Home/Furniture,565
C02567,37,Unemployed,19825.0,,6,382,No,Fashion,79
C02568,32,Student,21617.0,614.0,1,183,Yes,Fashion,116
C02569,20,Employed,89162.0,644.0,3,625,Yes,Fashion,79
C02570,21,Student,17620.0,548.0,1,171,No,Fashion,126
C02571,38,Freelancer,26459.0,721.0,4,536,No,Home/Furniture,318
C02572,38,Employed,88590.0,675.0,2,309,Yes,Home/Furniture,324
C02573,24,Student,23436.0,591.0,2,296,No,Fashion,102
C02574,21,Employed,82051.0,651.0,1,186,No,Fashion,87
C02575,38,Student,12910.0,607.0,2,355,Yes,Electronics,499
C02576,21,Employed,50228.0,692.0,1,215,No,Home/Furniture,370
C02577,26,Employed,89411.0,775.0,1,125,No,Fashion,55
C02578,31,Employed,83580.0,676.0,4,194,Yes,Groceries/Essentials,38
C02579,21,Employed,82495.0,757.0,3,215,No,Fashion,127
C02580,21,Employed,29547.0,687.0,3,662,No,Electronics,536
C02581,43,Employed,34420.0,679.0,0,0,No,Fashion,126
C02582,47,Freelancer,84717.0,563.0,1,205,Yes,Fashion,108
C02583,25,Employed,57842.0,743.0,1,68,No,Electronics,659
C02584,20,Unemployed,6591.0,611.0,6,458,No,Groceries/Essentials,41
C02585,38,Employed,82331.0,598.0,1,135,No,Electronics,209
C02586,40,Student,9107.0,712.0,2,283,Yes,Fashion,156
C02587,48,Employed,52281.0,723.0,2,264,No,Electronics,271
C02588,34,Employed,67600.0,610.0,3,452,Yes,Groceries/Essentials,64
C02589,24,Unemployed,21317.0,428.0,2,349,Yes,Electronics,585
C02590,33,Employed,65072.0,717.0,2,184,No,Electronics,615
C02591,43,Employed,64193.0,736.0,3,235,No,Groceries/Essentials,38
C02592,48,Student,19636.0,653.0,0,0,No,Fashion,39
C02593,64,Employed,69642.0,707.0,2,471,No,Electronics,657
C02594,49,Freelancer,78985.0,566.0,5,547,Yes,Fashion,148
C02595,63,Employed,99917.0,561.0,2,206,No,Fashion,10
C02596,35,Employed,76275.0,704.0,1,170,No,Home/Furniture,340
C02597,39,Unemployed,18454.0,516.0,2,88,Yes,Electronics,526
C02598,19,Employed,46910.0,674.0,3,266,No,Fashion,93
C02599,18,Freelancer,47801.0,668.0,2,315,No,Electronics,587
C02600,43,Freelancer,56613.0,624.0,8,460,No,Fashion,76
C02601,31,Employed,17510.0,709.0,3,601,No,Fashion,124
C02602,19,Freelancer,33691.0,738.0,3,564,No,Electronics,353
C02603,22,Employed,82530.0,,4,630,No,Home/Furniture,355
C02604,28,Student,13754.0,713.0,2,191,No,Travel,827
C02605,34,Unemployed,19338.0,513.0,2,206,Yes,Home/Furniture,369
C02606,34,Employed,,652.0,2,424,No,Fashion,105
C02607,30,Student,8684.0,460.0,4,537,Yes,Electronics,257
C02608,25,Employed,62036.0,683.0,1,116,No,Fashion,84
C02609,18,Employed,98757.0,677.0,2,309,No,Travel,753
C02610,21,Employed,53722.0,667.0,1,143,No,Fashion,57
C02611,34,Employed,75201.0,663.0,0,0,No,Fashion,93
C02612,21,Student,12355.0,734.0,1,182,No,Electronics,538
C02613,30,Student,9899.0,583.0,1,181,No,Fashion,74
C02614,52,Employed,55493.0,647.0,3,412,No,Electronics,412
C02615,22,Employed,87295.0,654.0,3,344,No,Electronics,363
C02616,35,Student,11390.0,653.0,1,118,No,Fashion,96
C02617,30,Employed,42356.0,789.0,5,741,No,Home/Furniture,471
C02618,44,Employed,80141.0,757.0,5,822,No,Fashion,185
C02619,26,Unemployed,23281.0,506.0,2,351,Yes,Electronics,776
C02620,23,Freelancer,68400.0,619.0,4,751,Yes,Travel,839
C02621,22,Employed,62733.0,649.0,1,143,Yes,Fashion,19
C02622,59,Employed,53224.0,711.0,2,449,No,Fashion,112
C02623,30,Employed,72484.0,716.0,1,163,No,Fashion,186
C02624,24,Employed,77335.0,778.0,4,567,No,Groceries/Essentials,70
C02625,18,Employed,71914.0,673.0,1,104,No,Fashion,46
C02626,22,Employed,60593.0,755.0,0,0,No,Fashion,47
C02627,36,Freelancer,57607.0,632.0,6,984,Yes,Fashion,128
C02628,24,Student,9060.0,575.0,4,684,No,Electronics,588
C02629,34,Employed,77520.0,626.0,3,525,No,Electronics,580
C02630,44,Employed,93008.0,645.0,3,702,No,Fashion,55
C02631,57,Employed,54652.0,668.0,1,122,Yes,Fashion,170
C02632,19,Student,7940.0,524.0,3,504,Yes,Home/Furniture,268
C02633,47,Employed,91173.0,685.0,2,260,No,Groceries/Essentials,50
C02634,42,Employed,105204.0,683.0,8,835,No,Fashion,92
C02635,30,Employed,37583.0,744.0,3,298,No,Fashion,99
C02636,44,Freelancer,74003.0,586.0,3,321,No,Travel,779
C02637,42,Student,12773.0,598.0,5,741,Yes,Electronics,938
C02638,35,Employed,76059.0,634.0,1,75,Yes,Fashion,78
C02639,27,Employed,52688.0,726.0,1,148,No,Electronics,284
C02640,22,Employed,50742.0,753.0,1,173,No,Travel,747
C02641,26,Freelancer,43759.0,651.0,4,1054,Yes,Fashion,105
C02642,41,Employed,59556.0,688.0,2,174,No,Electronics,346
C02643,33,Employed,93589.0,669.0,3,655,No,Travel,1224
C02644,24,Employed,63513.0,704.0,5,447,No,Fashion,122
C02645,21,Employed,68175.0,719.0,4,759,No,Fashion,114
C02646,39,Student,19021.0,574.0,2,214,No,Groceries/Essentials,58
C02647,40,Employed,95649.0,724.0,4,693,No,Electronics,496
C02648,38,Freelancer,23396.0,551.0,1,211,Yes,Fashion,109
C02649,22,Student,13647.0,659.0,2,261,No,Electronics,320
C02650,18,Employed,91666.0,661.0,1,236,No,Fashion,112
C02651,21,Employed,66009.0,645.0,3,578,Yes,Fashion,28
C02652,25,Employed,63277.0,644.0,3,306,Yes,Fashion,101
C02653,22,Employed,54536.0,735.0,7,695,No,Home/Furniture,318
C02654,29,Student,14103.0,668.0,2,490,No,Electronics,797
C02655,21,Employed,64128.0,713.0,2,367,Yes,Fashion,141
C02656,31,Employed,80526.0,712.0,2,144,No,Fashion,58
C02657,26,Student,15827.0,575.0,2,142,Yes,Fashion,81
C02658,55,Freelancer,54994.0,661.0,1,203,No,Fashion,114
C02659,23,Employed,68342.0,668.0,2,138,No,Electronics,583
C02660,21,Employed,63593.0,736.0,1,104,No,Electronics,432
C02661,32,Employed,63867.0,742.0,1,92,No,Fashion,64
C02662,43,Employed,54451.0,687.0,4,660,No,Fashion,162
C02663,48,Employed,105312.0,625.0,1,94,No,Electronics,413
C02664,32,Employed,48441.0,718.0,2,352,No,Electronics,301
C02665,24,Student,16332.0,499.0,2,416,Yes,Fashion,115
C02666,35,Employed,44599.0,742.0,2,280,No,Fashion,125
C02667,18,Employed,55003.0,672.0,2,225,No,Fashion,100
C02668,25,Employed,110474.0,577.0,1,193,No,Electronics,449
C02669,62,Employed,66606.0,708.0,2,346,No,Fashion,99
C02670,41,Freelancer,,626.0,1,131,No,Fashion,102
C02671,37,Student,15352.0,571.0,3,696,No,Home/Furniture,407
C02672,31,Student,16442.0,643.0,3,446,Yes,Travel,499
C02673,44,Employed,69390.0,634.0,3,578,No,Fashion,120
C02674,19,Student,12243.0,527.0,5,787,Yes,Home/Furniture,508
C02675,30,Student,6979.0,636.0,1,105,No,Travel,592
C02676,40,Student,12750.0,565.0,1,115,Yes,Travel,806
C02677,21,Employed,112347.0,737.0,4,595,No,Fashion,97
C02678,32,Student,13821.0,614.0,6,977,Yes,Electronics,475
C02679,22,Employed,55018.0,718.0,3,691,Yes,Home/Furniture,391
C02680,42,Employed,70088.0,644.0,2,176,No,Groceries/Essentials,37
C02681,50,Employed,90882.0,774.0,0,0,No,Electronics,573
C02682,22,Employed,48661.0,725.0,0,0,No,Fashion,151
C02683,51,Employed,101526.0,683.0,0,0,No,Electronics,821
C02684,46,Employed,78647.0,685.0,1,173,No,Electronics,493
C02685,44,Employed,59832.0,667.0,2,359,No,Electronics,761
C02686,29,Employed,42298.0,711.0,1,131,No,Travel,975
C02687,55,Student,6491.0,679.0,2,413,No,Fashion,20
C02688,31,Freelancer,24466.0,629.0,0,0,Yes,Electronics,265
C02689,52,Employed,56394.0,717.0,2,187,No,Fashion,55
C02690,25,Freelancer,53924.0,583.0,2,329,No,Fashion,49
C02691,39,Student,15065.0,450.0,1,159,Yes,Travel,658
C02692,51,Employed,78812.0,661.0,2,469,No,Travel,254
C02693,28,Unemployed,12434.0,523.0,2,367,Yes,Electronics,484
C02694,42,Employed,53803.0,725.0,0,0,No,Home/Furniture,471
C02695,60,Employed,45296.0,724.0,1,183,No,Electronics,245
C02696,26,Employed,66217.0,649.0,2,233,No,Fashion,147
C02697,27,Employed,51551.0,695.0,4,844,No,Fashion,10
C02698,60,Student,20571.0,607.0,7,543,Yes,Travel,745
C02699,18,Employed,107121.0,731.0,5,868,No,Groceries/Essentials,49
C02700,21,Unemployed,5000.0,446.0,1,151,Yes,Electronics,698
C02701,19,Employed,74723.0,720.0,3,315,No,Electronics,597
C02702,18,Student,17524.0,575.0,1,98,No,Fashion,121
C02703,21,Employed,,553.0,0,0,Yes,Electronics,469
C02704,33,Student,11249.0,544.0,0,0,No,Home/Furniture,379
C02705,50,Employed,60558.0,,2,221,No,Fashion,65
C02706,41,Employed,79955.0,746.0,5,977,No,Fashion,93
C02707,47,Employed,91887.0,791.0,2,214,No,Travel,529
C02708,48,Employed,76668.0,719.0,1,135,No,Fashion,82
C02709,33,Employed,54768.0,719.0,1,83,No,Home/Furniture,294
C02710,23,Freelancer,62176.0,695.0,3,355,No,Fashion,59
C02711,28,Employed,75437.0,684.0,9,994,No,Fashion,106
C02712,24,Student,10524.0,643.0,1,142,No,Fashion,169
C02713,23,Employed,60406.0,720.0,2,373,No,Travel,278
C02714,18,Employed,87670.0,584.0,1,120,No,Fashion,87
C02715,22,Freelancer,40922.0,569.0,1,136,Yes,Home/Furniture,401
C02716,39,Employed,90241.0,680.0,1,167,No,Groceries/Essentials,37
C02717,25,Student,14860.0,642.0,3,523,No,Travel,901
C02718,60,Employed,73635.0,632.0,5,916,Yes,Fashion,109
C02719,58,Employed,37734.0,705.0,4,490,No,Travel,801
C02720,23,Employed,79468.0,738.0,1,238,No,Fashion,92
C02721,44,Employed,113948.0,584.0,2,375,No,Electronics,732
C02722,53,Freelancer,45686.0,727.0,8,618,No,Fashion,136
C02723,44,Freelancer,55976.0,642.0,0,0,No,Fashion,137
C02724,41,Employed,61189.0,699.0,2,354,No,Travel,666
C02725,34,Employed,87411.0,680.0,8,1042,No,Fashion,62
C02726,40,Employed,74118.0,747.0,3,416,No,Fashion,92
C02727,60,Employed,115368.0,729.0,2,157,No,Home/Furniture,435
C02728,24,Student,,463.0,2,401,Yes,Fashion,114
C02729,54,Freelancer,30449.0,639.0,5,708,No,Fashion,52
C02730,29,Employed,55477.0,690.0,7,923,No,Electronics,734
C02731,33,Unemployed,21684.0,621.0,7,1097,No,Fashion,114
C02732,47,Employed,93520.0,614.0,4,715,Yes,Home/Furniture,513
C02733,41,Employed,47817.0,803.0,5,769,No,Fashion,72
C02734,28,Employed,68575.0,656.0,2,312,No,Fashion,153
C02735,29,Employed,37173.0,,1,159,No,Fashion,33
C02736,31,Employed,83668.0,611.0,3,473,No,Fashion,112
C02737,22,Student,11799.0,573.0,1,161,No,Groceries/Essentials,37
C02738,27,Freelancer,75322.0,491.0,1,140,No,Fashion,97
C02739,36,Student,15543.0,562.0,2,295,No,Groceries/Essentials,48
C02740,19,Employed,88428.0,769.0,3,334,No,Fashion,125
C02741,20,Employed,76339.0,730.0,4,348,No,Fashion,140
C02742,44,Employed,92219.0,700.0,3,403,Yes,Fashion,96
C02743,31,Employed,100991.0,,1,139,No,Fashion,10
C02744,44,Employed,86400.0,739.0,1,109,No,Home/Furniture,290
C02745,57,Freelancer,80574.0,659.0,4,604,No,Home/Furniture,368
C02746,30,Employed,72052.0,635.0,0,0,No,Fashion,97
C02747,60,Unemployed,5651.0,493.0,0,0,Yes,Electronics,651
C02748,37,Unemployed,19573.0,580.0,0,0,Yes,Fashion,53
C02749,24,Employed,61706.0,697.0,2,205,No,Electronics,421
C02750,31,Employed,53098.0,596.0,3,615,No,Fashion,152
C02751,31,Employed,72090.0,641.0,2,177,Yes,Home/Furniture,469
C02752,24,Employed,91260.0,661.0,3,593,No,Fashion,53
C02753,28,Employed,52225.0,714.0,0,0,No,Fashion,150
C02754,21,Freelancer,83221.0,699.0,2,267,No,Electronics,485
C02755,40,Student,17488.0,482.0,1,176,Yes,Home/Furniture,537
C02756,49,Freelancer,44860.0,609.0,5,967,No,Electronics,721
C02757,29,Employed,75621.0,658.0,1,146,No,Electronics,196
C02758,35,Employed,61673.0,634.0,1,181,Yes,Fashion,81
C02759,36,Employed,88084.0,750.0,5,707,No,Travel,644
C02760,24,Employed,78261.0,697.0,1,140,No,Fashion,69
C02761,25,Student,23920.0,633.0,2,300,Yes,Electronics,268
C02762,43,Employed,102618.0,678.0,1,115,Yes,Home/Furniture,416
C02763,29,Freelancer,47928.0,613.0,1,162,No,Fashion,122
C02764,20,Student,21098.0,677.0,1,78,No,Electronics,614
C02765,54,Employed,80142.0,641.0,1,216,No,Home/Furniture,497
C02766,27,Employed,61274.0,675.0,2,460,No,Electronics,561
C02767,46,Student,24666.0,615.0,3,226,No,Electronics,315
C02768,31,Employed,99188.0,730.0,0,0,No,Travel,1258
C02769,62,Student,7167.0,565.0,0,0,No,Electronics,709
C02770,51,Employed,48311.0,770.0,1,131,No,Groceries/Essentials,79
C02771,39,Freelancer,31557.0,628.0,10,1794,No,Home/Furniture,580
C02772,21,Employed,118760.0,741.0,1,48,No,Home/Furniture,504
C02773,34,Freelancer,25782.0,650.0,2,275,No,Travel,729
C02774,37,Employed,110824.0,663.0,1,149,No,Travel,925
C02775,44,Employed,57306.0,709.0,3,423,No,Fashion,183
C02776,25,Employed,75988.0,715.0,0,0,No,Travel,707
C02777,48,Employed,51105.0,694.0,8,1391,No,Home/Furniture,600
C02778,59,Employed,50848.0,748.0,9,1324,No,Electronics,352
C02779,21,Employed,69566.0,628.0,1,174,No,Fashion,159
C02780,32,Freelancer,42757.0,626.0,2,146,Yes,Fashion,82
C02781,55,Student,11241.0,453.0,2,381,No,Fashion,155
C02782,32,Freelancer,36307.0,667.0,2,253,No,Electronics,351
C02783,28,Unemployed,5000.0,504.0,4,667,Yes,Fashion,133
C02784,52,Freelancer,31795.0,519.0,1,150,Yes,Electronics,318
C02785,44,Student,19842.0,658.0,0,0,No,Fashion,99
C02786,35,Employed,67020.0,677.0,2,406,No,Electronics,600
C02787,39,Unemployed,5000.0,757.0,1,179,No,Fashion,123
C02788,27,Freelancer,83864.0,638.0,2,364,Yes,Electronics,396
C02789,19,Employed,,638.0,1,106,No,Fashion,63
C02790,41,Employed,57448.0,703.0,2,297,No,Electronics,705
C02791,56,Freelancer,34484.0,585.0,1,152,No,Fashion,47
C02792,18,Employed,83970.0,,4,816,No,Electronics,894
C02793,41,Freelancer,5000.0,532.0,2,183,No,Fashion,165
C02794,23,Student,17405.0,652.0,1,83,No,Fashion,99
C02795,19,Employed,49707.0,712.0,4,680,No,Fashion,92
C02796,26,Student,19075.0,595.0,4,758,No,Fashion,208
C02797,37,Employed,61008.0,758.0,3,627,Yes,Fashion,79
C02798,27,Freelancer,54185.0,604.0,5,746,Yes,Fashion,66
C02799,39,Unemployed,12562.0,577.0,1,157,Yes,Fashion,128
C02800,20,Employed,109355.0,664.0,2,283,No,Electronics,494
C02801,24,Employed,66713.0,693.0,3,300,No,Electronics,353
C02802,36,Employed,63142.0,730.0,2,347,No,Fashion,88
C02803,39,Employed,33584.0,740.0,4,786,Yes,Fashion,93
C02804,51,Employed,101938.0,692.0,1,191,No,Travel,417
C02805,40,Employed,47399.0,685.0,1,153,No,Electronics,338
C02806,19,Employed,63814.0,676.0,1,46,No,Travel,499
C02807,53,Employed,82294.0,707.0,2,475,No,Fashion,53
C02808,18,Employed,,655.0,1,90,No,Home/Furniture,467
C02809,29,Student,,536.0,7,1598,Yes,Fashion,142
C02810,45,Student,8202.0,601.0,2,433,No,Home/Furniture,420
C02811,53,Student,14711.0,604.0,2,368,No,Groceries/Essentials,51
C02812,56,Employed,74987.0,675.0,2,428,No,Home/Furniture,408
C02813,36,Employed,67348.0,662.0,4,990,No,Electronics,544
C02814,48,Student,13894.0,490.0,3,271,Yes,Groceries/Essentials,22
C02815,23,Employed,62967.0,675.0,3,559,No,Fashion,135
C02816,31,Unemployed,14709.0,556.0,0,0,No,Fashion,55
C02817,42,Student,14154.0,599.0,4,699,Yes,Electronics,498
